date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,forecastHUFL,forecastHULL,forecastMUFL,forecastMULL,forecastLUFL,forecastLULL,forecastOT,MSE,MAE
2016/7/1 17:00,4.756000042,2.344000101,1.63499999,0.711000025,3.075999975,1.491999984,19.13400078,-4.6523523,4.0754986,-7.737225,2.0578513,2.953206,1.4436486,8.750211,41.28689955,4.630551749
2016/7/1 18:00,5.625999928,2.880000114,2.523000002,1.207999945,3.075999975,1.491999984,20.68199921,-3.5927544,3.9105225,-6.6272798,1.9408613,2.8403995,1.4304221,9.211322,43.13540699,4.557181919
2016/7/1 19:00,5.492000103,3.013999939,2.451999903,1.207999945,3.015000105,1.552999973,18.71199989,-0.8217993,3.6436472,-3.7204223,1.7436582,2.8419483,1.3890829,9.514673,23.32769741,3.312260413
2016/7/1 20:00,5.357999802,3.013999939,2.451999903,1.207999945,2.862999916,1.523000002,17.86800003,2.4508758,3.5439858,-0.54970694,1.6790541,2.9254916,1.3835236,9.118284,13.50646864,2.265936425
2016/7/1 21:00,5.090000153,2.947000027,2.381000042,1.207999945,2.680000067,1.523000002,18.00900078,6.138508,3.3062,3.2151442,1.5457551,2.9578657,1.3020366,8.892288,12.18267919,1.742164135
2016/7/1 22:00,4.822999954,2.947000027,2.203000069,1.172999978,2.618999958,1.523000002,18.00900078,8.279018,3.0318499,5.3455896,1.3554311,3.015639,1.2355895,9.135984,14.40439491,2.346136413
2016/7/1 23:00,4.622000217,2.880000114,2.131999969,1.136999965,2.467000008,1.491999984,19.76799965,9.501789,2.9275186,6.3361664,1.3386924,3.0872674,1.1866238,9.161091,22.0735413,2.980816908
2016/7/2 0:00,5.223999977,3.08100009,2.700999975,1.315000057,2.437000036,1.523000002,21.10400009,9.754965,3.0460052,5.878025,1.2131888,3.539475,1.3844359,19.772709,4.805958464,1.488160907
2016/7/2 1:00,5.157000065,3.013999939,2.878000021,1.350000024,2.345000029,1.432000041,19.6970005,10.338945,3.2340379,6.504212,1.3300703,3.4413118,1.3531573,19.539503,5.897671667,1.482968088
2016/7/2 2:00,5.157000065,3.148000002,2.878000021,1.491999984,2.28399992,1.432000041,20.04899979,10.736642,3.516276,7.1774006,1.462414,3.474976,1.3735644,17.465454,8.264328512,2.015694572
2016/7/2 3:00,5.157000065,3.08100009,2.914000034,1.491999984,2.193000078,1.401000023,20.75200081,10.510618,3.539208,7.1044426,1.3898942,3.6624088,1.3913782,16.960236,8.996878415,2.196452793
2016/7/2 4:00,4.554999828,3.08100009,2.451999903,1.491999984,2.193000078,1.401000023,21.38500023,11.271996,3.6952229,7.378316,1.6243169,3.7545915,1.3829092,15.692235,14.94683947,2.808899924
2016/7/2 5:00,5.425000191,3.282000065,3.092000008,1.70599997,2.437000036,1.462000012,22.22999954,11.553185,3.7728662,7.295233,1.6248565,3.992543,1.4983857,16.394321,13.13507605,2.618719229
2016/7/2 6:00,5.492000103,3.282000065,2.523000002,1.491999984,2.984999895,1.462000012,20.26000023,11.325173,3.9222114,7.1797876,1.77234,3.9991426,1.4844942,15.790072,11.02989823,2.416725281
2016/7/2 7:00,5.625999928,3.214999914,2.486999989,1.491999984,3.075999975,1.523000002,21.10400009,10.670713,3.8858752,6.6297207,1.7055296,3.8364947,1.5096216,16.608564,9.127772898,2.191592558
2016/7/2 8:00,5.559000015,3.282000065,2.594000101,1.669999957,2.924000025,1.523000002,20.61199951,9.995292,3.6977344,5.9104934,1.5376079,3.730162,1.5769532,18.237656,5.308641751,1.647910052
2016/7/2 9:00,5.223999977,3.214999914,2.559000015,1.56400001,2.680000067,1.462000012,18.36100006,8.542127,3.4175136,4.7848163,1.3324789,3.528957,1.5768309,19.02066,2.461129162,1.085917981
2016/7/2 10:00,9.913000107,4.956999779,6.644999981,3.305000067,3.046000004,1.552999973,20.96299934,7.2984567,3.0715249,3.7539673,1.0734122,3.335707,1.5536721,19.722078,3.621817642,1.5934199
2016/7/2 11:00,11.78800011,5.425000191,8.173000336,2.523000002,3.686000109,1.674999952,19.41600037,5.9670777,2.8060892,2.6296577,0.8941037,3.1633015,1.5130343,20.144154,10.70763394,2.432127176
2016/7/2 12:00,9.645000458,4.956999779,6.751999855,2.131999969,3.107000113,1.827999949,20.82299995,4.241934,2.6740227,1.0602882,0.84507275,2.9800684,1.4914727,20.657429,9.801950102,2.184816047
2016/7/2 13:00,10.38199997,5.760000229,7.461999893,2.559000015,2.984999895,1.76699996,20.19000053,1.2091503,2.8155842,-1.7208786,0.8813292,2.8952057,1.5339729,19.237476,25.8457516,3.464737257
2016/7/2 14:00,8.774000168,4.68900013,6.111999989,2.025000095,2.894000053,1.91900003,21.31500053,0.18885422,2.6851377,-2.6909232,0.8870903,2.7415018,1.4382575,18.716675,23.35887938,3.394486811
2016/7/2 15:00,10.44900036,5.157000065,6.965000153,2.451999903,2.772000074,1.735999942,22.0189991,0.089399815,2.8035784,-2.7262979,1.0401014,2.7214274,1.4145702,19.270308,30.91940139,3.848130326
2016/7/2 16:00,9.845999718,4.822999954,7.035999775,2.664999962,2.894000053,1.76699996,20.68199921,0.81785727,2.8314886,-2.023356,1.0572999,2.8102489,1.4310806,19.33527,24.58051939,3.350444194
2016/7/2 17:00,9.913000107,4.822999954,6.894000053,2.415999889,3.229000092,1.735999942,25.4659996,1.1818895,2.8574085,-1.78404,1.0528042,2.8632905,1.4284127,18.323141,29.78732947,4.079156177
2016/7/2 18:00,10.64999962,4.68900013,6.928999901,2.451999903,3.381000042,1.797000051,25.88800049,2.0182004,2.9044538,-0.87760115,1.1205218,2.8574872,1.4269397,18.955202,26.98330321,3.91154234
2016/7/2 19:00,10.11400032,4.354000092,6.644999981,1.812000036,3.107000113,1.735999942,27.85700035,2.6813378,3.0439782,-0.29267788,1.2425172,2.854364,1.4446856,19.454155,25.16754476,3.599520131
2016/7/2 20:00,9.979999542,4.152999878,6.573999882,1.953999996,3.411000013,1.76699996,27.29500008,3.610821,3.1856635,0.7108135,1.3826349,2.7962968,1.4383149,19.978443,18.60335556,3.147287393
2016/7/2 21:00,9.31000042,4.21999979,6.005000114,2.131999969,3.229000092,1.85800004,22.22999954,5.737193,3.1897614,2.7574425,1.4378073,2.8351052,1.415272,19.689583,4.522822204,1.703119367
2016/7/2 22:00,9.444000244,4.622000217,6.965000153,2.167999983,2.954999924,1.85800004,21.94799995,7.4949055,3.0888116,4.4147806,1.3494174,2.843262,1.347596,19.658337,2.691269852,1.394698631
2016/7/2 23:00,9.444000244,4.287000179,6.822999954,2.559000015,2.588999987,1.735999942,27.29500008,8.284077,3.011994,5.121849,1.3048542,2.920613,1.3213475,19.493372,9.797880495,1.991159961
2016/7/3 0:00,10.38199997,5.425000191,7.604000092,2.309999943,2.954999924,1.674999952,29.33499908,11.845547,4.9330664,8.374634,2.7732186,3.2741997,1.5581799,24.951155,3.218005898,1.144171043
2016/7/3 1:00,9.779000282,5.223999977,6.71600008,2.842999935,2.650000095,1.674999952,26.02799988,11.749341,4.91667,8.172923,2.6916678,3.2379959,1.5503094,24.452744,1.280705421,0.881981141
2016/7/3 2:00,10.38199997,4.68900013,7.320000172,2.203000069,2.984999895,1.85800004,24.34000015,10.928168,4.676109,7.7257147,2.522781,3.2342224,1.4027054,18.231098,5.450488628,1.156853417
2016/7/3 3:00,9.779000282,4.152999878,6.822999954,1.99000001,2.528000116,1.674999952,26.45000076,9.733356,4.315122,6.2451715,2.318651,3.229128,1.4548298,18.46076,9.262612479,1.432112093
2016/7/3 4:00,10.71700001,4.756000042,7.355999947,2.806999922,2.650000095,1.797000051,25.95800018,7.9378023,4.302651,4.635977,2.186626,3.1048338,1.5009465,20.606956,6.377292734,1.810696437
2016/7/3 5:00,10.31499958,4.68900013,7.390999794,2.451999903,2.924000025,1.85800004,24.05900002,6.9384403,4.3334455,3.6700563,2.2397313,3.237114,1.5514107,21.728512,4.434465984,1.516502477
2016/7/3 6:00,12.59200001,5.223999977,8.670999527,2.203000069,3.71600008,1.949000001,25.32500076,6.1575823,4.334432,2.7807572,2.2298322,3.3643146,1.6000593,22.054571,12.54712717,2.458873727
2016/7/3 7:00,11.11900043,4.622000217,7.888999939,2.842999935,3.625,1.91900003,23.63699913,5.8101525,4.3944435,2.4297144,2.2672677,3.405007,1.6354845,22.271513,8.623463572,1.920059584
2016/7/3 8:00,10.64999962,4.421000004,7.035999775,2.025000095,3.594000101,1.91900003,26.37999916,4.8187084,4.3258,1.6299517,2.266692,3.1335897,1.6426896,22.769115,10.94622867,2.274548028
2016/7/3 9:00,10.04699993,4.21999979,6.43200016,1.669999957,3.686000109,1.949000001,27.36499977,5.5901127,4.3884583,1.862848,2.1609027,3.2413945,1.6157904,23.249748,8.322051279,2.082638232
2016/7/3 10:00,11.72099972,5.090000153,7.888999939,2.559000015,3.563999891,1.85800004,28.06800079,4.159388,4.6016273,1.0330842,2.4964817,3.1389947,1.6415305,23.96516,17.35496572,2.816104878
2016/7/3 11:00,12.12300014,5.357999802,8.065999985,2.486999989,4.081999779,1.91900003,29.47500038,4.299984,4.5145016,1.1047688,2.4177432,3.1878285,1.6433979,23.614025,20.80016259,3.246821587
2016/7/3 12:00,9.979999542,5.022999763,6.857999802,2.559000015,3.289999962,1.85800004,26.80200005,4.397664,4.472873,1.1398304,2.3957055,3.2088594,1.6481179,23.31622,10.91293326,2.255818424
2016/7/3 13:00,9.243000031,4.956999779,6.289999962,2.630000114,3.137000084,1.888000011,29.96800041,2.3079453,3.9693222,-1.2413235,1.9571834,3.5330377,1.6025,16.668228,40.48090126,4.301168932
2016/7/3 14:00,10.18099976,5.425000191,7.177999973,3.019999981,3.075999975,1.888000011,30.38999939,1.8618083,4.0203333,-1.4669585,1.9611853,3.2848194,1.5855893,17.897171,43.32060715,4.633098575
2016/7/3 15:00,9.645000458,5.425000191,7.106999874,2.664999962,3.015000105,1.827999949,31.16399956,2.243824,4.0515165,-0.61000204,2.0049872,3.200759,1.5825348,19.087318,37.51322896,4.237082918
2016/7/3 16:00,9.779000282,4.889999866,6.502999783,2.984999895,3.075999975,2.00999999,29.75699997,2.7176323,4.0445557,-0.47643042,1.9461502,3.2207615,1.6061239,20.52694,26.53534673,3.671969947
2016/7/3 17:00,11.11900043,5.157000065,7.320000172,2.914000034,3.806999922,1.980000019,32.28900146,2.9822106,3.8778667,-0.16590595,1.7863255,3.175808,1.5958339,21.202362,35.51621897,4.304500194
2016/7/3 18:00,11.05200005,4.956999779,7.390999794,2.523000002,3.686000109,1.980000019,31.93799973,3.3195748,3.74822,0.26337576,1.6924254,3.0838244,1.5690448,21.951633,30.42906392,3.985557331
2016/7/3 19:00,10.7840004,4.889999866,7.214000225,2.486999989,3.594000101,1.888000011,28.56100082,3.9647448,3.6203892,0.864939,1.6399508,2.993874,1.5166969,22.621918,17.84470729,3.170784102
2016/7/3 20:00,11.18599987,4.889999866,7.177999973,2.345000029,3.960000038,1.91900003,21.52599907,5.3848925,3.7428517,2.5182326,1.8223222,2.81144,1.4807432,23.945217,9.188470619,2.305247934
2016/7/3 21:00,10.44900036,4.889999866,6.610000134,2.309999943,3.806999922,2.040999889,22.22999954,6.465695,3.763815,3.7202551,1.9221941,2.862575,1.4818158,23.561707,4.087729099,1.603193939
2016/7/3 22:00,9.578000069,5.760000229,6.787000179,3.127000093,3.259000063,1.888000011,19.41600037,8.055851,4.148586,5.5358567,2.2079716,2.611741,1.432416,23.464464,3.477160837,1.493577425
2016/7/3 23:00,9.31000042,5.760000229,6.610000134,3.055999994,3.167999983,1.888000011,18.5720005,9.292027,4.4301634,6.572866,2.4382408,2.7296638,1.4476911,23.44856,3.759805353,1.108272595
2016/7/4 0:00,9.913000107,5.894000053,6.254000187,2.630000114,3.015000105,1.85800004,21.66699982,11.791859,5.272735,8.763234,3.0384436,2.9920256,1.618441,26.558578,4.9092307,1.510273282
2016/7/4 1:00,8.975000381,4.956999779,6.289999962,2.664999962,2.862999916,1.827999949,25.5359993,11.69249,4.8511,8.230909,2.7368479,2.8342726,1.5475211,27.582033,2.204857452,1.027340892
2016/7/4 2:00,8.640000343,4.822999954,6.147999763,2.594000101,2.924000025,1.827999949,27.85700035,10.447304,4.6775866,7.788512,2.5852423,2.6984205,1.5308486,25.728703,1.521097616,0.893287896
2016/7/4 3:00,9.175999641,5.492000103,5.578999996,2.381000042,2.862999916,1.85800004,27.9279995,9.827136,4.4063063,7.2664995,2.3596818,2.6257603,1.5330937,25.6916,1.37344973,0.892027623
2016/7/4 4:00,9.109000206,4.822999954,5.650000095,2.523000002,2.772000074,1.797000051,24.62100029,9.3966255,4.2343493,6.7364845,2.1668568,2.730114,1.5806937,25.699162,0.4210714,0.52217967
2016/7/4 5:00,9.845999718,5.559000015,5.96999979,2.948999882,3.107000113,1.888000011,23.84799957,8.873767,4.247326,6.1093445,2.130256,2.934801,1.6515379,25.37023,0.822605144,0.738983854
2016/7/4 6:00,11.5880003,5.425000191,7.390999794,2.806999922,3.806999922,1.980000019,23.0739994,8.791522,4.272479,5.752798,2.1254292,3.161586,1.6898279,24.853298,2.280500316,1.28337952
2016/7/4 7:00,11.78800011,6.09499979,7.214000225,2.984999895,3.898999929,2.040999889,22.51099968,7.7521863,3.957993,4.6771054,1.8665466,3.2603018,1.6929768,24.94654,5.000325179,1.892918608
2016/7/4 8:00,10.58300018,5.960999966,7.143000126,2.914000034,3.654999971,2.071000099,21.66699982,7.408346,3.7496824,4.16398,1.6440394,3.3103762,1.7168164,24.555096,4.863003812,1.888836595
2016/7/4 9:00,11.5880003,6.296000004,7.568999767,3.055999994,3.471999884,2.00999999,25.39500046,8.797519,3.7666302,5.1277986,1.7205548,3.576706,1.6295099,25.206882,3.159785588,1.395687447
2016/7/4 10:00,11.92199993,6.229000092,7.710999966,3.055999994,3.746000051,1.949000001,25.18400002,9.294408,3.9680467,5.956201,1.7802362,3.6619902,1.7190396,25.332153,2.40070443,1.19731876
2016/7/4 11:00,12.32400036,5.559000015,8.421999931,3.233999968,4.203000069,1.980000019,29.54599953,9.791516,4.0832624,6.3090444,1.8474815,3.7847857,1.7450161,25.318892,4.725264546,1.769714541
2016/7/4 12:00,10.38199997,5.894000053,6.857999802,2.630000114,3.563999891,1.949000001,29.47500038,9.744627,4.2220645,6.2531557,1.9071772,3.785417,1.7426579,25.393387,2.977298935,1.163764019
2016/7/4 13:00,10.04699993,5.425000191,6.751999855,3.019999981,3.319999933,1.949000001,29.26399994,7.0091605,3.927869,4.0483146,1.7480177,3.2970376,1.7718658,23.591156,7.515826463,2.054796947
2016/7/4 14:00,10.51599979,6.027999878,7.106999874,3.375999928,3.137000084,1.91900003,30.95299911,6.1183023,4.137844,3.1067827,1.9040266,3.2746868,1.7843513,23.096954,14.6907726,2.841203491
2016/7/4 15:00,10.71700001,6.09499979,6.787000179,3.019999981,3.167999983,2.00999999,31.72599983,4.301625,4.202548,1.2850552,1.9364045,3.1997116,1.7823918,23.074482,21.58365141,3.4006007
2016/7/4 16:00,9.979999542,5.022999763,6.502999783,2.559000015,3.441999912,2.040999889,33.13299942,3.7811723,4.245844,0.6682954,1.9966078,3.19933,1.7518892,23.331772,24.2280033,3.386583946
2016/7/4 17:00,11.31999969,5.090000153,7.355999947,2.451999903,3.868000031,2.040999889,28.9829998,4.8539,4.2032776,1.7380793,1.9470526,3.276224,1.7516057,24.196424,13.96542601,2.734776603
2016/7/4 18:00,11.38700008,4.956999779,7.355999947,2.451999903,4.295000076,2.193000078,28.9829998,6.5457034,4.0178747,3.2113845,1.6832954,3.4328246,1.7668672,25.572952,7.806030728,2.198871124
2016/7/4 19:00,9.376999855,3.88499999,6.894000053,2.239000082,2.467000008,1.187999964,31.72599983,8.026291,3.9440298,4.7090826,1.7590911,3.5102847,1.6787739,26.84935,4.563298776,1.497896223
2016/7/4 20:00,10.11400032,4.085999966,7.143000126,2.239000082,2.954999924,1.462000012,25.18400002,9.2883005,3.840054,6.0232906,1.6434846,3.4939187,1.6653816,26.869675,0.789136485,0.74497802
2016/7/4 21:00,10.38199997,4.822999954,6.894000053,2.309999943,3.503000021,2.00999999,30.53100014,9.919305,3.952167,7.063098,1.8654407,3.1947384,1.5898845,27.176708,1.817351671,0.861407766
2016/7/4 22:00,9.645000458,4.889999866,6.610000134,1.91900003,3.259000063,1.91900003,27.64599991,10.198202,4.192564,7.902794,2.2064915,2.8908863,1.5054321,26.42332,0.621129771,0.690754907
2016/7/4 23:00,12.72599983,6.497000217,9.345999718,3.482000113,3.167999983,1.980000019,25.4659996,10.278268,4.286588,7.867668,2.3663864,2.7117836,1.4451733,26.566315,2.287462699,1.334778283
2016/7/5 0:00,11.98900032,5.625999928,8.777000427,2.948999882,3.197999954,1.980000019,25.95800018,12.771617,5.4287868,9.507732,3.0678668,3.1203601,1.6210809,30.197287,2.757983351,0.92932487
2016/7/5 1:00,12.52499962,6.296000004,8.954999924,3.163000107,3.137000084,2.00999999,25.95800018,12.2749,4.9765215,8.877087,2.8024406,2.8231857,1.5199478,28.873178,1.539505606,0.818156421
2016/7/5 2:00,12.32400036,6.296000004,8.812999725,3.375999928,2.984999895,1.91900003,26.02799988,11.121273,5.073768,8.568587,2.8952656,2.6153207,1.5174413,26.858492,0.602696647,0.67883378
2016/7/5 3:00,10.71700001,5.425000191,8.065999985,2.878000021,2.832999945,1.85800004,28.91300011,10.717045,4.893097,8.031155,2.790854,2.6327684,1.4950233,27.003155,0.587297532,0.446713226
2016/7/5 4:00,11.31999969,5.625999928,7.676000118,2.630000114,3.046000004,1.888000011,30.45999908,10.744969,4.833815,7.855585,2.71839,2.768168,1.5016422,27.320402,1.583116228,0.776996756
2016/7/5 5:00,10.85099983,4.68900013,6.822999954,1.883000016,3.319999933,2.040999889,31.375,10.885809,4.9073296,7.999914,2.703516,2.9969962,1.5860769,27.470913,2.522919175,0.990368913
2016/7/5 6:00,13.32900047,5.425000191,8.883999825,2.736000061,4.081999779,1.949000001,32.7820015,11.311145,4.925669,8.049947,2.6792164,3.322239,1.631934,27.864855,4.268005399,1.343142346
2016/7/5 7:00,11.45400047,5.223999977,7.853000164,2.772000074,3.654999971,2.00999999,31.72599983,11.602177,4.8944254,7.8296537,2.6318946,3.5408993,1.6651475,27.662216,2.399575932,0.73770572
2016/7/5 8:00,11.05200005,5.960999966,7.461999893,3.127000093,3.563999891,2.101999998,30.31999969,11.151393,4.9403477,7.8039455,2.5344186,3.709576,1.6893181,26.414875,2.423026752,0.931136432
2016/7/5 9:00,10.98499966,6.027999878,7.532999992,2.700999975,3.411000013,2.040999889,30.45999908,10.898874,4.6907406,6.9963946,2.4162664,3.6653266,1.6851298,27.335232,1.731456204,0.854241095
2016/7/5 10:00,12.79300022,5.960999966,8.56400013,3.447000027,3.838000059,2.163000107,32.92200089,10.122731,4.56703,6.598258,2.3311558,3.7154565,1.6990113,27.79707,5.811137079,1.836755542
2016/7/5 11:00,13.39599991,6.429999828,8.741999626,3.482000113,4.598999977,2.253999949,31.09300041,9.516869,4.4363256,5.9812536,2.2265754,3.736493,1.7131174,27.79926,5.729343069,2.083729402
2016/7/5 12:00,11.25300026,5.425000191,7.676000118,2.736000061,3.594000101,2.00999999,25.67700005,9.062164,4.3683643,5.5362635,2.1779637,3.7184496,1.719667,27.767088,2.182052697,1.207159368
2016/7/5 13:00,9.913000107,4.554999828,6.681000233,2.309999943,3.319999933,1.91900003,27.15399933,7.6991596,4.3151956,4.2587633,2.2542064,3.488276,1.767634,26.20811,1.682125095,0.885315234
2016/7/5 14:00,10.18099976,5.357999802,7.320000172,2.486999989,3.319999933,2.071000099,28.77199936,8.078009,4.3537054,4.828657,2.194419,3.4520054,1.7430553,27.371002,1.973048376,1.107450992
2016/7/5 15:00,10.85099983,5.223999977,7.249000072,2.415999889,3.319999933,1.949000001,30.60099983,8.413295,4.266265,5.1720753,2.0632074,3.4135408,1.7256734,28.430225,2.295518318,1.187542767
2016/7/5 16:00,10.04699993,5.022999763,6.894000053,2.736000061,3.167999983,2.253999949,32.00799942,8.717245,4.1860065,5.361026,2.0207663,3.4844306,1.7140867,29.238506,1.913157591,1.148684756
2016/7/5 17:00,11.92199993,5.425000191,7.923999786,2.878000021,4.386000156,2.101999998,33.13299942,9.119031,4.089983,5.6284513,1.9187502,3.6039248,1.706297,29.70208,4.052577085,1.714497458
2016/7/5 18:00,11.45400047,4.956999779,7.461999893,2.345000029,3.99000001,2.040999889,31.51499939,9.47706,4.038325,5.8620625,1.8688233,3.7058456,1.6979835,29.428453,1.727268676,1.097920937
2016/7/5 19:00,10.85099983,4.68900013,7.071000099,2.345000029,3.806999922,1.949000001,31.02300072,10.634403,4.1725383,6.6958675,2.1553135,3.6998365,1.6639111,27.246246,2.120998333,0.780983547
2016/7/5 20:00,11.18599987,4.622000217,7.284999847,2.203000069,3.898999929,1.888000011,31.44499969,10.918429,4.270363,7.0559473,2.121605,3.5881913,1.6486521,30.769361,0.123530029,0.307921563
2016/7/5 21:00,10.64999962,4.68900013,6.894000053,2.167999983,3.806999922,2.00999999,31.72599983,12.461995,5.1528287,8.845329,2.7777348,3.6871953,1.7125795,29.427929,1.865981008,1.07888338
2016/7/5 22:00,9.979999542,4.354000092,6.644999981,1.91900003,3.563999891,1.980000019,30.95299911,12.951246,5.4799585,9.503784,3.0724983,3.4967685,1.6799142,28.80986,3.469558429,1.517134783
2016/7/5 23:00,11.85499954,5.760000229,7.81799984,2.700999975,3.259000063,1.949000001,30.45999908,13.145099,5.560234,9.859034,3.1577206,3.4478862,1.6709769,28.36969,1.508720602,0.934976971
2016/7/6 0:00,10.38199997,5.090000153,6.467000008,2.842999935,3.015000105,1.827999949,28.91300011,12.977255,5.9539557,9.710627,3.550941,3.1517057,1.6505187,29.270378,2.668853064,1.154620482
2016/7/6 1:00,10.71700001,5.425000191,7.498000145,2.309999943,2.832999945,1.91900003,30.38999939,13.041885,5.8320713,9.39814,3.4096894,3.0708644,1.6297181,29.506592,1.61590252,1.02033417
2016/7/6 2:00,10.85099983,5.357999802,7.81799984,2.878000021,2.832999945,1.85800004,31.51499939,12.702995,5.9901857,10.31074,3.6700735,2.9028575,1.5239873,30.71305,1.632892347,0.996402056
2016/7/6 3:00,9.779000282,5.157000065,5.96999979,2.345000029,3.167999983,2.131999969,31.23399925,12.682333,5.8847313,9.864298,3.6131835,2.8519406,1.4861393,30.85344,3.770662338,1.448003563
2016/7/6 4:00,9.376999855,4.487999916,6.254000187,2.273999929,3.015000105,2.040999889,30.53100014,12.12899,5.7617865,9.1440935,3.4853053,2.959448,1.5174022,29.828354,2.826690607,1.344138763
2016/7/6 5:00,11.38700008,5.559000015,7.853000164,2.842999935,3.259000063,2.345000029,30.10899925,12.050009,5.738682,8.95254,3.3957248,3.2761018,1.5651596,29.51789,0.420601825,0.554715289
2016/7/6 6:00,11.85499954,4.487999916,8.208999634,2.096999884,3.868000031,1.85800004,30.31999969,12.196596,5.6913414,8.816292,3.334704,3.5170565,1.6144557,28.655777,0.916792393,0.806949284
2016/7/6 7:00,12.52499962,6.162000179,9.131999969,3.625,3.532999992,1.888000011,29.61599922,12.302544,5.795565,8.662319,3.3749542,3.662711,1.655494,29.251095,0.095846206,0.29081983
2016/7/6 8:00,12.72599983,6.362999916,9.345999718,3.375999928,3.71600008,1.980000019,30.53100014,11.361791,5.416027,7.799225,3.1205497,3.3974361,1.6513573,28.605835,1.304477163,0.955111219
2016/7/6 9:00,11.11900043,4.756000042,7.177999973,2.131999969,3.349999905,1.980000019,32.99300003,11.270935,5.24051,7.6788645,3.0652966,3.340121,1.5878491,28.793905,2.738002985,0.953104362
2016/7/6 10:00,11.78800011,4.889999866,8.031000137,2.451999903,3.563999891,1.85800004,30.24900055,10.8706,5.261901,7.6920996,3.0691748,3.2402346,1.5607715,29.41811,0.337034244,0.528180151
2016/7/6 11:00,13.12800026,4.956999779,8.670999527,2.772000074,3.99000001,1.91900003,30.24900055,10.5078535,5.0740128,7.3803635,2.9250402,3.2022815,1.5536383,29.476166,1.417040944,0.87239296
